,Headline,url,image_responses
670,"Health care tops guns, economy as voters' top issue",anonymous-source/all_shooting_images_newest/100090.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'Most likely a victim of a shooting, it is heart breaking to see what families have to go through after an event like that.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seems like a person is ill'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Looks like someone getting treatment for their wounds. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a nurse that was in charge of taking care of a the individual responsible for a synagogue shooting wanted him to feel compassion and kindness, despite his horrific acts of violence towards her own people. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I think of the victims of gun violence'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It makes me feel sadness because I can feel this patient is very ill, and pother person Another man holding his hand trying to give him/her hope.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone is hurt again '}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'Having good medical care can minimize the harm of gun violence.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The stark contrast between the high cost of health care and the relatively low cost of guns makes me feel deeply saddened'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'It is content to see someone being taken care of and having someone there for them. However the image seems very generic and I cannot relate it to gun violence.'}]"
675,The standout moments that made CNN's gun control town hall feel like a game-changer,anonymous-source/all_shooting_images_newest/10872.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'it is someone who is protesting against gun-violence and anti-gun rights. Likely someone who has a family member that experienced a tragedy or was part of the tragedy themselves.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the movement about gun control touches me'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Makes me feel hopeful and moved. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'a mother should not have to makes signs about praying for families as a result of gun violence. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this girl is in front of a school that had to go through a traumatic event and is trying to get people of power to listen and make change'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It makes me feel sadness bacause I feel this women is trying to find some help by protesting.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'families are devastated and the others are disturbed.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I feel happy because people are willing to express their opinions.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'The government is doing nothing about the gun abolishment, they are just excusing their failures through frivolous excuses, which makes me very angry'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel very sad for the victims of this shooting, however, no guns is against the second amendment and is not the solution to gun violence. '}]"
676, I wanted him to feel compassion : The Jewish nurse who treated the synagogue shooting suspect tells his story,anonymous-source/all_shooting_images_newest/110477.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'Looks like the aftermath of a shooting, it is heart breaking to see these scenes especially since it is children that is affected'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'people are mourning for the victim(s)'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The woman seems to be mourning over a tragic event. This saddens me. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'a mother, guardian, or friend has clearly lost someone she loved or that she was close with because of a gun. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'reminds me of victims of gun violence and the pain they and their families go through'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It makes me feel sadness because this women Kneeling on the ground and some flowers infront of her. It makes feel someone passed away.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are always dying because of guns'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel super sad that gun violence hurts many innocent people and their families.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I didn't understand the nurse's thoughts, but I could feel his sadness. In my opinion, suspects do not deserve sympathy, they have committed a crime and should be punished""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The flowers, and the womens makes me feel very sad for the victim of this shooting.'}]"
679,Kroger shooting suspect apparently sought access to mostly black church before slayings,anonymous-source/all_shooting_images_newest/100439.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'the guy looks so scary '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the image looks like a headshot of a gunman'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""its a mug shot of an active shooter. He took lives he didn't have to take.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it looks like a mugshot and he looks scary'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""this looks like someone who'd commit a mass shooting""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Men look terrible'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'fear'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'scary man '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The image above envokes sadness because I can only assume that it is the mugshot of a mass shooter. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he looks like a criminal.'}]"
680,Mother of Thousand Oaks Victim:  I Don t Want Prayers. I Don t Want Thoughts. I Want Gun Control. ,anonymous-source/all_shooting_images_newest/110241.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'the people looks so united and i feel content for the unity the have '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""it seems that people are grieving over a tragedy caused by gun violence but I can't be sure that is what this event is which is why it is mild""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'people have been lost'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'It seems sad that a group of people are huddled together'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'it looks like they\'re mourning people lost to violence, but I think it\'s ironic having the American flag in the picture seeing how defending gun rights is such an ""American"" idea.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People seem to be helping each other'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'everyone is together to get over crisis'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'coming together after loss'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The image above envokes sadness because I can only assume the image is of grieving friends and family of loved ones who were lost to gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it seems that they are praying.'}]"
682,Trump to Visit Pittsburgh After Shooting at Synagogue,anonymous-source/all_shooting_images_newest/100060.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': ""i don't like trump so seeing him makes me feel disgust ""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""I don't like Trump and what he stands for ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""I can't stand trump""}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'there is many emotions here because trump sometimes believes in gun control but he also supports gun rights.  '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""Trump is very conservative and anti-gun control, and because he's such a big political figure, seeing him is like seeing a personification of all the problems and issues of gun violence.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The man looked worried'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'he seems he has nothing to do with gun violence.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'because trump '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""The image above envokes disgust because I do not like Donald Trump and I don't like his views on goal control. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'he may take any unexpected decision.'}]"
683,"Plastic 3D guns printed at home will raise threat level for everyone, especially Congress",anonymous-source/all_shooting_images_newest/110.jpg,"[{'emotion': 'Amusement', 'intensity': '1', 'reason': 'looks like a toy '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it worries me that there is a plastic model of a gun'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns are becoming too accessible'}, {'emotion': 'Fear', 'intensity': '4', 'reason': '3d printed guns seem to becoming more popular.  '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'seeing people being able to 3-D print guns so easily is scary'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun is scary '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'reminds me of real guns'}, {'emotion': 'Fear', 'intensity': '4', 'reason': '3d guns are scary '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The image above envokes fear becuase it looks like a 3D printed gun and 3D printers are accessible which makes more ""home made"" weapons accessible.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun causes violence.'}]"
685,The solution to mass shootings has nothing to do with mental illness | TheHill,anonymous-source/all_shooting_images_newest/110270.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'seeing people march is very powerful. seeing what they are marching for makes me feel content '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'it makes me sad that young people have still have to advocate for ending gun violence but I am hopeful that they are trying to create change'}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""I'm so proud for the stances the youngin's are making. They're having their voices heard.""}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'again, in awe that people are in support of ending gun violence and people are willing to dedicate time and resources to this issue. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""I'm happy to be seeing people fight against gun violence""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'There is a lot of people'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'We need more activities like that to encourage more people to support gun control.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'by the action being taken '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'The image above envokes contentment. The image envokes contentment because although it is sad that there has to be another protest, especially lead by children, it is hopeful and satisfying knowing that children/the future are sticking up for their beliefs.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'more people realize that shooting has threatened people’s lives.'}]"
686,Condolences Aren't Enough.' The Gaming Community Responds After Deadly Jacksonville Madden Shooting,anonymous-source/all_shooting_images_newest/170.jpg,"[{'emotion': 'Fear', 'intensity': '2', 'reason': 'it looks like something bad has happened'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel worried as this looks like a crime scene where a shooting had taken place'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It seems to be the aftermath of an active shooting'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this makes me sad because it shows that a crime happened and given the context of this survey something probably happened because of guns. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'it reminds me of the violence that stems from no gun control.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The line makes me nervous'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Another gun attack has taken place.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'caution tape '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""The image above envokes sadness because it's another gun violence related crime.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'more victims of gun violence.'}]"
689,"Robert Bowers, alleged Pittsburgh synagogue gunman, left trail of chilling, anti-Semitic social media posts",anonymous-source/all_shooting_images_newest/100448.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'this guy looks like a lost elderly and i feel sad for him and the family that lost him '}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'it seems like a potential headshot of a gunman but there is also no context so it may be a victim'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'no clue who this is and am unsure if it is a victim or active shooter.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this looks like a mugshot and he looks scary. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he looks like the people that typically commit mass shootings.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The men look scary'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'He seems a gunman'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'dont trust men '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""The image above envokes fear becasue I'm assuming this is a gun related mugshot ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he looks like a criminal.'}]"
690,It's a Twitter war: Doctors clash with NRA over gun deaths,anonymous-source/all_shooting_images_newest/110244.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'it looks like the women is showing her family picture to someone, and the picture looks cute '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""it is tragic to see people's families being broken by gun violence""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'people of color are targeted too much. They are being killed in masses due to racial bias and nothing is being done to help them.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'again I dont know the context of this image, but it makes me sad to see a older woman holding a photo of people who are not all present in the room... in the context of gun violence that makes me think that someone was a victim of it. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'it shows the consequences of no gun regulation or control. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There seems to be a death'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'She seems losing a lot of her family members.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'death '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""The image above envokes sadness becasue the image displays a grieving family, holding up a picture of a family that was once whole and it's really sad to see. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they may have lost their family member.'}]"
693,"Gun Rights Activists Defy Court Ruling, Post 3D-Printed Gun Blueprints Online",anonymous-source/all_shooting_images_newest/114.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': 'toy guns '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am worried that there is models of guns that look like toys'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns are becoming too accessible.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'based on the writing in the back it seems like the 3d printed guns have become a global thing which is scary that people around the world are wanting to take on this idea. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this looks like a picture of prototype guns that could be 3-D printed and avoid regulation.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Fear of guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I do not understand why there are so many gun models.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': '3d guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The image above envokes fear because again, it looks like 3D printed guns which makes guns more accessible. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun causes violence.'}]"
694,I voted against an assault weapons ban. Here s why I changed my mind.,anonymous-source/all_shooting_images_newest/100331.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'gun selling is scary '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I am upset that assault weapons are so accessible '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'of how easy it is to buy an automatic gun.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'why are there sales on weapons. that seems so stupid. '}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""it's a picture of guns, which are dangerous and should be regulated.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Fear of guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'These guns are on sale and they may be utilized to kill people.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'guns scary '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'The image above envokes fear. I hate guns, especially big black ones like these. I only ever associate them with death, especially mass shootings. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun causes violence.'}]"
695,Vote for our lives': youth turnout could jump after Parkland shooting,anonymous-source/all_shooting_images_newest/110393.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'their face looks sad and it is sad that this is something we have to protest about '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad that there is so much gun violence in schools and young children are affected by this'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'I support the youths and how they are working to get their voices heard!'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""in awe because young people are working to change policy maker's minds and persuade them into creating better policies. ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'these people are raising awareness on a serious issue: that guns are harmful and that there are some people that value their right to carry guns more than they value human lives.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Demonstrations and protests create chaos'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'They speak for victims in gun attacks.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'by action '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""kids shouldn't have to be the ones advocating for change. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'more people realize that shooting has threatened people’s lives.'}]"
696,Esports Organizers Criticize USA Gun Laws After Shooting at Madden 19 Tournament,anonymous-source/all_shooting_images_newest/221.jpg,"[{'emotion': 'Excitement', 'intensity': '1', 'reason': 'something is happening '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel worried because it seems like a crime scene'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'it looks like an active shooting scene. I feel bad if someone died.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it seems like a shooting had just happened and there is caution tape up which is sad because there seems to be a lot of these instances. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'this also reminds me of the violence that stems from no gun control.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It seems someone died'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Another gun attack has taken place.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'caution tape '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The image above envokes sadness. Its another gun violence related crime scene which is sad. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'more victims of gun violence.'}]"
700,Slowik: Thanksgiving Day food drive to honor Rich Central victim of gun violence,anonymous-source/all_shooting_images_newest/110123.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'this young man looks really happy and his life may be about to change because of gun violence. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'happy kid without gun'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""I'm not sure whether or not this boy was a shooter or a victim of a shooting, so I can't exactly say an explicit emotion.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'assume he is a victim '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'gun violence is mostly toward black males'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'young children have so much innocence. It makes me happy to see kids being bale to live and enjoy life, taking advantage of all the opportunities that come to them. However, the innocence of children makes me fearful of what could happen to them if gun violence occurs.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'This young man looks vigorous and happy'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'a black man in relation to gun violence seems like bad business.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'a happy face from a normal person'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'seems like something good has happened'}]"
704,Does the U.S. lead the world in mass shootings?,anonymous-source/all_shooting_images_newest/90350.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'there is just no need for that many guns'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'gun should only be owned by qualified people'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'It is again scary that anyone can buy a gun.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'a mass array of firearms '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'i can sense all the damage that the weapons in the image can create and it leaves me scared and uncomfortable'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'it is mind-blowing that there are so many guns available for sale and how it is so easy for everyday citizens to obtain so many violent weapons. I am shocked there are not more regulations on who can buy guns and what type of weapon they could buy; the opportunity for anyone to buy any weapon leads to so much violence.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'These appear to be seized illegal firearms, make me terrified'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""there is such a large assortment of weaponry that it really makes one wonder whether it's really for self defense.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'feel threatened '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'looking at those many guns made me afraid'}]"
705,Gun control groups far out-spending gun rights groups for 2018 midterms first time in 20-plus years,anonymous-source/all_shooting_images_newest/100478.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'people protesting about gun violence is inspiring and we need more of it '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'gun should only be owned by qualified people'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'I want to be at this anti-gun protest. '}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'protest against guns, i resonate with it'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'i agree with the image and am surprised it is an older man holding the sign'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'there needs to be a change in society. While it is tragic that there has been so much gun violence, I am happy that so many people want to see a change and have a safer society. It is very hopeful that so many people are so passionate about making our country safer. The step towards a safer country makes me happy, '}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'They all look very serious and that affects me too'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'the man holding up the sign is old but still protesting.'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'see people raise awareness on the gun problem '}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'Glad to see boarding with No to guns'}]"
706,E-Sports World Is Rocked as Gunman  Clearly Targeted Other Gamers ,anonymous-source/all_shooting_images_newest/50.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I believe this picture means there was gun violence at a pizza place? getting a slice of pizza should be a safe activity to do. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'no gun = peace'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it is scary that anyone can be shot from anywhere, like this pizza shop.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'scene of gun crime potentially'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'clearly something bad happened, also distrust law enforcement'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'the dark street is a hub for violence and it is scary that people cannot walk the streets at night without being susceptible to danger. The fact that there was a crime here shows that the streets are dangerous. People should be able to roam around their neighborhood without being afraid of getting shot. I am scared walk the streets in my neighborhood after seeing the danger that is going on in the streets of normal neighborhoods.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""There must be crime happened in this area,  it doesn't look good""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the crime scene unit car seems to hint at a gun shooting scene.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'seems like something bad happende'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'peaceful place with nothing happening around'}]"
710,Another day of funerals as Pittsburgh mourns synagogue shooting victims,anonymous-source/all_shooting_images_newest/110143.jpg,"[{'emotion': 'Awe', 'intensity': '5', 'reason': 'this is a picture that really shows America still has some humanity left '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'what a person'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I do not necessarily what is going on here, but I'm guessing the people in the image are victims of shootings, which brings me much sadness.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'some form of reuniting, perhaps of survivor, invoke relief'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'there is too much loss from gun violence and it has been normalized'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'the gun violence shooting at the temple was tragic. Seeing people hug because their loved ones died and they escaped the violence is so heartbreaking and it is horrible that events like this even happen. These individuals lives almost got taken; I am sad that innocent people have to suffer emotionally from the fear of almost dying and loosing loved ones.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'They give people a sense of joy when they meet old friends'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""the woman on the right's coat has swirls on it.""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'people inside are unhappy'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'seems like they lost one of their closest ones.'}]"
714,California Gov. Jerry Brown signs bill banning gun sales to people under 21,anonymous-source/all_shooting_images_newest/90370.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""I don't understand why these men are interested in buying guns""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'gun should be banned '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'It is again scary that anyone can buy a gun.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'group of teenagers looking for the perfect firearm to buy invokes concern and fear'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'i am unaware of the intentions the customers have for their shopping'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""everyday people should not be able to purchase so many guns. There should be restrictions of who could buy guns and what type of guns they could purchase. This picture shows that dangerous people could easily obtain harmful weapons and hurt people. I am scared that society doesn't see a need to put more restrictions on gun purchases and scared for what gun buyers are going to do with these weapons.""}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'Too many guns, looks dangerous.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'there is a large assortment of weaponry, some of which have quite the high firepower.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'gun store'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'buying ammunition to cause danger'}]"
716,"After Jacksonville shooting, is it too early to talk about gun laws? Today's talker",anonymous-source/all_shooting_images_newest/76.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'so many gun-related incidents occur literally everyday in our country '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'gun should be banned '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It is again scary that shootings can take place anywhere.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun violence crime scene with police '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'there is clearly a crime scene and that implies gun violence which makes me fearful of what happened and sad that it has happened'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""the area was closed off because of a violent shooting.  It is sad that people can't drove on the streets and tragic that there has to be investigations of dead bodies. It makes me so sad that innocent people are dying as a result of gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'The lockdown area normally means something bad happened'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'this seems to be a crime scene that was bordered off.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'something bad happened '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'maybe an area where shootings took place and is seized by police for investigation'}]"
722,"The NRA's Dana Loesch Says Brett Kavanaugh Has Been the Victim of 'Matriarchal Insane Attacks' by Gillibrand, Harris",anonymous-source/all_shooting_images_newest/90212.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': ""We have different ideas to the use of guns. Some people think it's okay and easy. Some think it's a serious problem.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I don't know who they are it made me feel nothing""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'woman smiling on left, perhaps good thing happened on right side'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'I do not know who they are.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'the differ in emotion between them'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'i think they are treating something seriously.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'no clue'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I was wondering what conversation the two females are having. seems like one is asking and the other is giving an opinion. '}]"
