,Headline,url,text_responses
578,Gunman 'clearly targeted other gamers' at Florida tournament,anonymous-source/all_shooting_images_newest/194.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'It is upsetting to think about the unsuspecting victims that died that day.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""gunman had a target doesn't seem like big news""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'that sucks and is terrible'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'a video game tournament is sucha. public space and it makes me anxious about going to anything of the similar capacity. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""It will aggravate people's fear of gun violence.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'anything can cause shooting, I am afraid to become the victim one day'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'there is no reason to completely target a general group of people. instead of using violence, they could have found a different approach to how the gunman was feeling. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It might linked with a safety problem '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'that is very sad and very scary '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It might linked with a safety problem '}]"
582,Judge Temporarily Blocks Distribution of Files for Printing Guns,anonymous-source/all_shooting_images_newest/497.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'I think printed guns are dangerous.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I don't know what this means. So, I don't have an opinion.""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Guns need to be controlled.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'something in danger seems can be controlled.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Feels like its truly the future when we can 3D print out weapons of mass destruction.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The idea of printing guns makes me fearful for a future with even more guns that are even easier to acquire'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It is nice to see that some actions are being taken to actually alleviate the problem. '}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""it seems that our courts are starting to take action against gun violence but it doesn't seem like enough. ""}]"
596,Community mourns after mass shooting at Pittsburgh synagogue,anonymous-source/all_shooting_images_newest/100490.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad for victims'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Why do people keep shooting at religious places of worship?'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'people died in shooting event should be respected. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'some people lost lives. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Another mass shooting as a consequence of declining mental health and inability to prohibit gun sale'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'do not understand'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I am sad to have been reminded of such a tragic event as efforts to stop gun violence continue to be derailed. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'When reading that headline, I think of the families mourning'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'these types of tragedies should never occur and we must mourn for the loved ones of these victimes. '}]"
602,Exclusive: Democrats fund spike in gun control ads this election cycle,anonymous-source/all_shooting_images_newest/455.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'This is the right thing to do.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'I felt concerned about the reason why these politician decide to do so. but overall, they are doing great on gun control. So basically I felt happy'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'this is a necessary move--we should be seeing more gun control ads. It makes me feel safer.'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'It is amusing that democrats are using gun control as a campaign strategy. I fear that they are doing this as a way to gain public office, but once they actually get there stall in legitimate change. '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'I felt concerned about the reason why these politician decide to do so. but overall, they are doing great on gun control. So basically I felt happy'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'heavy gun control should be the norm'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's awful that this is still an issue and that it's only been getting worse as time goes on. It's extremely preventable through legislation and I'm disappointed that nothing has been done to prevent gun violence in this country. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Because they are doing the correct things. So I am happy to see this'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""The government is finally getting involved with spreading information about gun violence and educating those who don't think it is a real problem. ""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Taking political leaning into gun violence issues'}]"
605,NRA under mounting pressure as companies cut ties with gun lobby,anonymous-source/all_shooting_images_newest/10546.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'Their rights should be protected.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'I felt interesting about the news; also I felt satisfied that NRA is under pressure, because I am a supporter of gun control'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'companies are cutting ties with the NRA.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It is quite a positive to see change being made by private corporations against the NRA. It is a major step forward in lessening gun culture in America, which make me feel hopeful for the future. '}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'I felt interesting about the news; also I felt satisfied that NRA is under pressure, because I am a supporter of gun control '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'i do not want the NRA to exist'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""I like it when the NRA struggles. As I see it, they're the only reason we don't have proper gun restrictions in the United States and they're a direct cause for all of the school and mass shootings that have taken place. ""}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""because I don't support the use of guns, I am happy to see NRA is under pressure ""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'any company that supports the NRA is terrible. The NRA should not be given this much power or money. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Don't understand the implications of NRA doing this ""}]"
606,Las Vegas shooting memorial marks grim anniversary: 'None of us will ever be the same',anonymous-source/all_shooting_images_newest/100440.jpg,"[{'emotion': 'Awe', 'intensity': '4', 'reason': 'This is really memorable.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I felt extremely sad for the people who died in the shooting. Also sad especially that people are organizing event to memorize people who died'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'the quoted used here is very powerful, and I really feel for the community.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This headline serves as a reminder. Usually, after shootings, there is a frenzy around the topic, and then it calms. This headline is quite sad as it shows that for the victims and survivors it never really calms and it will always be a part of their life. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I felt extremely sad for the people who died in the shooting. Also sad especially that people are organizing event to memorize people who died '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Humans should not have to live through mass shootings in this day and age'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""This is a horrifying and traumatizing event that shouldn't happen to anybody. I hurt for those involved and am angry on their behalf given that catastrophes like this are completely preventable. ""}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I felt sad for people died in shooting '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'even though situations like shootings go away from the news they still stay with the people that were affected. which many people forget and when many people say it is not a real problem. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'memorial for shooting victims is sad '}]"
609,"Parkland shooting suspect seen 'smiling and giggling' in jail, records show",anonymous-source/all_shooting_images_newest/10902.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'He shuould pay for his fault.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I am extremely angry and disgusting about the person who have no sympathy and penitence. he deserves death penalty'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'the ""smiling and giggling"" shows that the shooter has absolutely no remorse for taking innocent lives.'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'this headline makes me feel very angry. It is so upsetting to think that perpetrator is alive giggling and laughing while the victims and survivors are struggling immensely. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'I am extremely angry and disgusting about the person who have no sympathy and penitence. he deserves death penalty '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'the shooter deserves to be in jail for what he did '}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""That's an absolutely horrifying thing to read and it's remarkable (in a bad way) that someone this disturbed has easy access to firearms. ""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'just as I mentioned, this person deserves the death penalty. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'this person took so many innocent lives and and this is what they do. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'A shooter is smiling and has no remorse'}]"
610,These Are The Victims Of The Santa Fe High School Shooting,anonymous-source/all_shooting_images_newest/10044.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'Those people are innocent.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I felt very sad and sorry for people who died in the shooting.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this headline humanizes the victims and implies that the news outlet is going to show their photos and tell their stories. They were real people with real lives.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sad to see the words high school and victims in the same sentence. This headline just gives you a feeling of eerieness and tragedy. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I felt very sad and sorry for people who died in the shooting. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this headline is so simply sad'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""I hurt at the thought of someone's life being cut short and at the thought of their loved ones following the shooting.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I felt sad for people who died in the shooting'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I have read a headline like this too many times. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Displaying the victims of a shooting tragedy'}]"
612,Rudy Giuliani keeps tweeting on Chicago gun violence and Garry McCarthy says he's 'a proud Democrat',anonymous-source/all_shooting_images_newest/460.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'This is understandable.'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'I felt curious about what had happened. Also, I think it is funny to know about these Twitter things and the conflicts. and what he said looks very funny'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Giuliani is a controversial figure and I cannot imagine he was tweeting to stop gun violence.'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': ""These two facts seem disconnected it made me feel confused as I felt like I didn't really know what the article was going to be about. I probably would not have clicked on this article. ""}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'I felt curious about what had happened. Also, I think it is funny to know about these Twitter things and the conflicts. and what he said looks very funny'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'im not sure what this headline means'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""I'm not exactly sure what this headline is getting at. I don't believe Rudy Giuliani was tweeting in support of gun control and I don't know if that's what the headline is claiming. I'm also confused by the relevance of Garry McCarthy's claim, and whether he's referring to himself or to Giuliani. ""}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'I am curious why that person is doing such of thing. Sounds awkward. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'anything that Rudy Giuliani says is never the truth and is not a good person. '}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""Would ignore this headline, don't use twitter or read people's tweets. ""}]"
616,"Community, Religious Leaders Say Pittsburgh Synagogue Shooting 'Will Not Break Us' At Vigil",anonymous-source/all_shooting_images_newest/100445.jpg,"[{'emotion': 'Awe', 'intensity': '4', 'reason': 'Citizens are powerful.'}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'I felt very sad that there are people being killed. But I am glad to see people never forget them and made events to memorize them. Also I am curious about what they are going to talk about \r\n'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this is a very emotional headline--I really empathize with the community and its struggles here.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel sadness and fear from this headline. I remember when news of this first broke my parents were at the temple, so I was immediately scared for them. Seeing this headline immediately brings back those feelings in me. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I felt very sad that there are people being killed. But I am glad to see people never forget them and made events to memorize them. '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'victims need to stand together'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'These people are so strong. I would be absolutely broken at that point. '}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I felt sad about people who died in shooting'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'after such tragedy, it is amazing to see a community overcome such a difficult time. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I am sad about the synagogue shooting'}]"
620,"Son, I love you': Heartbreaking stories emerge of Thousand Oaks mass shooting victims - ABC News",anonymous-source/all_shooting_images_newest/110517.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'of the touching words and mourning for those lost because of the shooting.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The personal quote made the headline seem much more personal.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Sounds really sad.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'A parent should never have to say goodbye to their children forever.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'This feels like a common headline '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'no one should have to fear for the lives of their loved ones.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'To think of anyones lives lost from gun violence is heartbreaking. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I can only imagine the pain of the families left behind in the wake of these tragedies.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it always make people sad when scene like this happens '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is sad to see people die in gun shootings'}]"
625,Right-Wing Pundit Taunts Survivors of Parkland Shooting for Losing Weapons-Ban Vote in Florida Legislature,anonymous-source/all_shooting_images_newest/10066.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'one does not have to rub it in like that'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'it is horrible to taunt survivors after such an event irrespective of why.'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'It sounds bad and should not happen.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'These kids worked hard after such a traumatizing experience.'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'mocking victims '}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'I want to see these Right-wing pundits reaction if they had to survive a school shooting every other week while guns go completely unregulated due to gross negligence and corruption. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Why would anyone taunt a survivor of such a terrible thing. That is honestly disgusting that he would every say anything like that to a survivor who witnesses that and lost so many. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""How could someone be so cruel, I'm actually shocked. Actually no, after reading all of these headlines this is becoming so much less shocking, but STILL do people know no humanity?""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the government is doing some stupid thing'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun violence should not be used as a way to obtain or lose votes'}]"
632,New Mexico Democratic congressional candidate showcases her gun skills in ad,anonymous-source/all_shooting_images_newest/100171.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""I don't know the logic behind this move.""}, {'emotion': 'Amusement', 'intensity': '2', 'reason': 'why would this be something to include in an ad.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'Nothing to say, no feelings at all.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'What relevance does this skill have with politics?'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'how is this appealing as a cadidtate? '}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'what is wrong with Americans and why do we have a gun fetish.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'There shouldn\'t be such thing as ""showing gun skills"".That is never something to show off unless you are in the military. '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""In such poor taste. People are dying. Don't show off your gun skills, help people who have been victims of gun violence.""}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'why this matter'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun shootings is not a skillset thaat needs to be showcased'}]"
636,Gov. Brown just signed a stack of new gun control laws. Here's what they do,anonymous-source/all_shooting_images_newest/90227.jpg,"[{'emotion': 'Amusement', 'intensity': '3', 'reason': 'I want to know what it entails.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the headline is extremely positive and pulls you in really well.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'I think it is a good thing.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'We need a lot more gun control laws.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I want to learn more '}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""as long as our society uses violence as it's primary source of power no gun control laws will truly fix the issue at hand""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'There need to be new gun control laws. So, I am glad something is being done. '}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'It makes me proud to live in a state where legislators are actively updating legislation to reflect how horrible gun violence is.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'guns should be controled'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Posession of guns is scary'}]"
643,The Gun Business Is Bouncing Back From a Long Trump Slump,anonymous-source/all_shooting_images_newest/90116.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': ""what's the reason for the bouncing back? ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Gun business rising in popularity can lead to more gun ownership and possibly violence. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Really? Did trump do something good? Why Trump leaving can make the gun bounce back？'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""we don't need more guns- get rid of the industry""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This news may make people worried about gun'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""We don't need more guns""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'gun has caused many violences.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'no, there should not be a come back'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the last thing we need is more guns'}]"
655,"Eiffel Tower, Empire State Building Go Dark To Honor Pittsburgh Synagogue Shooting Victims",anonymous-source/all_shooting_images_newest/100207.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I truly feel sorry about what happened and all the losses. '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I admire the efforts to respect the victims of the Synagogue shootings at major buildings across the world. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad about the victims. Wish people can start to do something about guns after they felt deeply sad about the victims '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'this is a sad event'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It is good to honor victims '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This will keep happening. An easy gesture no matter how big.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are many victims of gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'its a sad event'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""There's too many mass shootings""}]"
658,Rosanne Cash on California Shootings:  We Use Young People as Collateral Damage for the Second Amendment,anonymous-source/all_shooting_images_newest/110472.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'Thanks for the voice and hope enough attention can be raised to the case. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This is implying that because of the second amendment young people are dying which is partially true but it is the person behind the gun not the gun itself. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I agree. Young people will be affected by the second Amendment. And it is so that there is one generation being negatively affected. '}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I agree with this statement!'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Young people should be treated as collateral damage.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'It is an unfortunate truth '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it seems that there's a long way to fight.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'such a true statement'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it is a true statement, people care more about their own feelings rather than the lives of other people'}]"
659,Pittsburgh shooting: Alleged gunman posted stream of anti-Semitic hate online in months   and moments   before attack,anonymous-source/all_shooting_images_newest/100064.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for the innocent people.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Very angry'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'scary he did that'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'It is disappointing to see that that is happening in America still. The way that it is so easy to ignore signs like this and do nothing about it is disgusting.  '}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'I think this would happen on me'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'the online post makes me feel like he has planned the shooting for months.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'there were signs before hand but nobody cared enough or noticed'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""how come he's not been stopped beforehand. ""}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this person has been posting anti-semitic hate online for months and no one thought that it was worth it to flag him down as someone who was potentially unstable '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I am afraid this thing will happen on me in the future. '}]"
665,Grieving parents of teen killed in Parkland school shooting use 'graphic activism' to confront the NRA,anonymous-source/all_shooting_images_newest/10860.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel sad for the grieving parents of a teen killed in the Parkland school shooting.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'NRA needs to be confronted so i feel good'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad they have to deal with the loss of their son'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'the NRA is an organization that still supports the use of guns even after such a tragedy and should be held accountable for its actions after the Parkland School shooting. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel sad for the parents'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'parents are trying their best to help and protect their children using their own force.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'the poor parents who had to go through such a tragedy, makes me feel so badly for them and want to do something to help'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the parents are doing everything to make the society aware of it'}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""parents are making sure that this tragedy is remembered and hope that it won't happen to other children. ""}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'the parents lose their children and I think it is a tough thing.'}]"
666,"Thousands Gather to Honor Victims of the Mass Shooting with Tears, Candlelight and Song",anonymous-source/all_shooting_images_newest/110414.jpg,"[{'emotion': 'Awe', 'intensity': '5', 'reason': 'I think they are respectful because the gathered together to hold a commemorative event.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad and upset'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'thats really sad and emotional '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'so many innocent lives were lives even though this could have been prevented. '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'I feel sad for the dead people.'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'the victims are being remembered and protected by the community.'}, {'emotion': 'Awe', 'intensity': '5', 'reason': ""it's incredible that so many people care and want to commerate the victims.""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'people are supporting each other'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'tears, candlelight, and song paints a very sad picture. I can imagine thousands of people crying with a candle as sad music is played in the background.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'I feel sad for these who lost their lives due to the gun violence.'}]"
670,"Health care tops guns, economy as voters' top issue",anonymous-source/all_shooting_images_newest/100090.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'I feel happy about the good healthcare.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'not confused what to feel'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'not really sure what this means'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it is sad to see that healthcare and gun regulations that top the list of issues in America. These issues have always been a problem and it is sad to see that they are still a problem today. '}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'something is more important than the gun violence'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'the government cares what the citizens need most.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the economy is important, but there should be other top priorities.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': ""it's such a sarcasum ""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I do agree with the statement, I think affordable health care is more of an issue than gun violence. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'something more is important than the gun violence'}]"
671,Florida state senator: Only  thoughts and prayers  will stop evil behind shootings,anonymous-source/all_shooting_images_newest/10582.jpg,"[{'emotion': 'Anger', 'intensity': '5', 'reason': 'I feel angry because the government should take precautionary measures against gun violence and assume the responsibility for protecting people rather than praying behind.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'so much more needs to be done'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'thats a horrible thing to say there is so much that cane be done'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'religion will not solve anything only direct and immediate action will. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""The government doesn't care about the gun violence.""}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'I feel like stopping shootings is not an easy work, and it sounds more like a philosophical quote rather than a solution.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'thoughts and prayers help no one in these situations. rules, legislators, people wanting to make a change do.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'maybe you can also stop it be gun control'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'thoughts and prayers will not stop the evil behind shootings, having more gun enforcement and maybe helping people with mental health issues who may resort to violence such as this is better than praying things will change.'}, {'emotion': 'Anger', 'intensity': '2', 'reason': ""the government don't care about the gun violence.""}]"
673,230 officers shifted to Baltimore streets after spate of deadly shootings,anonymous-source/all_shooting_images_newest/100373.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'I am worried about the deadly shootings.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sad'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'scary it has to come down to that'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Police brutality is also a very big issue in America so it is difficult and also scary to see that many officers were needed to move after that shooting because of the number of fatalities. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I think this would happen on me'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the number of officers gives me a feeling that the shooting is severe.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'there is a lot wrong with the police enforcement and it is sad that there is so much violence'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""that will only happen when there's already a victim.""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'dont we need more officers after a shooting, why are we laying off officers after a shooting. This would mean more unsafe conditions for the people.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the gun violence is sever. '}]"
