,Headline,url,textimage_responses
896,Carpenter erects wooden crosses in honor of shooting rampage victims,anonymous-source/all_shooting_images_newest/110405.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': 'The carpenter did it out of respect and that is what makes me content. ', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'for people lost their lives in shooting cases', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'people will continue to die and become victims of gun violence unless drastic changes are made ', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'that is a nice thing to do but super sad event', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'seeing how individuals in a community can make contributions to remember victims and remind citizens of what happened can inspire change', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""death is a depressing subject. The deaths pictured also could have been prevented with gun laws and it makes me sad that we don't have them. "", 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I admire her actions, and the cross will always remind everyone of the tragic outcome of the shooting so that they can learn from it ', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it really puts it in perspective how gun violence affects the lives of so many people after the tragedy. ', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This cross is a good expression of mourning for the victims, and also reflects the same attitude against gun abuse', 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""it's about mourning the victims"", 'url': 'anonymous-source/all_shooting_images_newest/110405.jpg'}]"
899,"I think I'm going to kill the president,' Utah man allegedly told police after 6 guns found in car: reports",anonymous-source/all_shooting_images_newest/90303.jpg,"[{'emotion': 'Fear', 'intensity': '5', 'reason': 'this is a scary situation', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I feel scared when I saw 6 guns were founded in his car, and I feel that he has already planned his murder for a while.', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'i am scared that he made such a bold comment and that he was going to act on it ', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'It is very scary that guns are so accessible to people.', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '6 guns were founded in his car, meaning that he might have already planned for his action for a while. Besides, killing a person is not a joke, especially when he mentioned ""the president"". ', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything about gun violence makes me nervous', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I am scared and freaked out by this statement as it scares me to see what could happen. ', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the potential violence will do huge harm', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'His facial expression looks scary, headline is eye-catching.', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'did before ', 'url': 'anonymous-source/all_shooting_images_newest/90303.jpg'}]"
908,White man takes out gun to stop black students from entering apartment building,anonymous-source/all_shooting_images_newest/90385.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': 'this is a disgusting thing to do', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""even though the 2nd Amendment gives people's right to keep guns, it is not used to threaten others, especially in a world that advocates for equality, it will definitely cause anger when seeing a white man threaten a black student with his gun."", 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'it is disgusting to see a white man commit a racist hate crime ', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'This is obvious racism and is ABSOLUTELY disgusting.', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""the white man was threatening black students by using weapons, and it directly threatened black student's life. Allowance of having guns doesn't mean that people can always take them out to threaten people, especially in a world that advocate for equality."", 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything about gun violence makes me nervous', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I am disgusted by this and so upset to hear about something like this happening. ', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""this just shouldn't happen at all"", 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'White supremacy problem + facial expression on the picture.', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'did before ', 'url': 'anonymous-source/all_shooting_images_newest/90385.jpg'}]"
924,"Stunned by a surge in mass shootings, California lawmakers send nine gun-control bills to the governor",anonymous-source/all_shooting_images_newest/90446.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is necessary to do that, I believe more regulations towards gun control is a piece of good news.', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'California lawmakers are doing their job and trying to reduce gun violence with gun-control bills', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'shows the local government is being efficient in providing proposed solutions to this issue ', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The victims in shool shootings are so pitful.', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Good move in the right direction', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Content to know that someone is doing something to stop this.', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'sorry for what happened on campus(as shown on the picture)', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'The title helps inspire hope that one day these images might stop being common.', 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Families around gravestone, given flowers to someone who died because of gun violence. With the title California to ban mass gun shootings, it's a strong reflection here. "", 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""that's good"", 'url': 'anonymous-source/all_shooting_images_newest/90446.jpg'}]"
932,Big banks take a stand against the gun industry,anonymous-source/all_shooting_images_newest/10589.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'we definitely need more power and authority in this anti-gun battle', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'The fight for gun control seems to not only be coming from the public but also from banks that provide funding to those gun industries.', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'a step in the right direction, defund NRA and make access to firearms more difficult and regulated', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'This auto gun is banned in civilian market. It usually shows up in the video game.', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'If more than one bank supports there is a high chance of change', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Content knowing big companies are standing against gun violence. ', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'Less money, more peace to the world. ', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'It is probably good that the gun industry loses power because they are obviously biased when it comes to gun control.', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'This picture and news title give me positive feelings on how banks want to take action on gun violence. Also, the picture was taken on a clean-cut feeling, with the flashlight on and a gun container on the side. It made me feel the gun is from a legal system and the image is very distinct. ', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'banks taking a stance', 'url': 'anonymous-source/all_shooting_images_newest/10589.jpg'}]"
934,Memorial in downtown Las Vegas honors victims of October shooting rampage,anonymous-source/all_shooting_images_newest/90459.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'These kind of activity would help people recognize the impact of having gun in the society', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Memorial is displaying victims of shooting.', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'a beautifully haunting tribute', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It is a pity that many victims die at their best ages.', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'The more people see they will realize how important it is for everyone to understand.', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Truly sad that there has to even be a memorial for this sort of thing. ', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sorry for the loss, and pray for peace.', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'It is sad that so many people have died to gun violence, and it is important that they are remembered as the cost of inaction.', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'The picture is very daily and close to life, which crowds can connect to. Once in life, readers should go to art museums before. However, when someone did an art exhibition for victims of shooting cases, many of us would feel respectful towards the creator. ', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'poor families', 'url': 'anonymous-source/all_shooting_images_newest/90459.jpg'}]"
937,This Is Us Emotionally Honors Pittsburgh After Deadly Synagogue Shooting,anonymous-source/all_shooting_images_newest/110367.jpg,"[{'emotion': 'Sadness', 'intensity': '1', 'reason': 'I do not understand what this message meant', 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'A tv show demonstrated its respects for the lost lives in a shooting.', 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the fact that gun violence has become such a central part of pop culture ', 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""The victim's family must feel destressed."", 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'The more people see they will realize how important it is for everyone to understand.', 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Bringing awareness to events like this on television will make people more aware of what's going on in the world. "", 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Do something. Don't always be regretful until everything happens."", 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""I don't know who This Is Us is. I assume a band, which makes me assume that the picture is of them. I guess the image is from a video, which I guess is nice that they tried to do something to help those suffering."", 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""When a drama scene depicted a serious event happened just a while, I felt like I am one of the audiences who are watching that episode. It made me feel empathy towards the gun shooting event. Also, I felt satisfied with the director's move in his/her drama."", 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'honors', 'url': 'anonymous-source/all_shooting_images_newest/110367.jpg'}]"
938,"Gunman casually bought water moments before massacre that wounded Gabrielle Giffords, new FBI video shows",anonymous-source/all_shooting_images_newest/10357.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'it shows how easy it is to purchase a gun and commit violence', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it shows that the gunman was just blending in with the crowd and makes me cautious of everyone around me in public', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'he seems really calm before committing a crime', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'These people were just going about their day and this man decided to shoot at people who were innocent. ', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seeing people detained is depressing to see', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The scene looks all so normal, but I know that I will expect to see violence and blood moments after, due to the headline.', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Robbery would pull the guns and trying to steal.  ', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'The casual nature of someone who is about to end so many lives.', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Someone or a lot of people had been a victim of the gun violence in the mentioned area, and I also feel angry that enough protective measures have not been taken. ', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am very upset to hear that this incident took place and that people were injured. This is very scary. ', 'url': 'anonymous-source/all_shooting_images_newest/10357.jpg'}]"
948,Florida school shooting suspect was investigated by state after self-harming,anonymous-source/all_shooting_images_newest/10395.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'after a massacre occurred, the suspect was shown to have mental issues. Scary to know that if some laws were in place this could all be condemned. ', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'it makes me angry that the suspect is being pitied by the court when he did commit a mass murder', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'tragedy could have been prevented if actions were taken', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""There were so many warning sides about this man and every single one of them got swapped under the rug. This shooting could have very much been prevented, but because the right people didn't step up and our gun-control laws suck, this man was able to kill so many people. "", 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'again, seeing someone in handcuffs is saddening because it symbolizes the end of their real life', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Good to see him wearing the jail uniform. The headline is also very informative.', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Young students make a bad decisions and taking the consequences for that action is both sad and angry. ', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'he was investigated by the state for his mental illness and still was able to commit such a horrible crime despite people knowing that he was unwell and a danger to himself.', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'People are still able to carry guns to school and that such gun violence incidents are still happening makes me feel scared. ', 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""this makes me really sad and upset to see that thing young boy was the suspect of the school shooting. I don't understand why anyone would do something like this "", 'url': 'anonymous-source/all_shooting_images_newest/10395.jpg'}]"
954,Do Gun Control Laws Save Lives? Major Study Says Lack Of Federal Funding For Research Means We Still Don't Know,anonymous-source/all_shooting_images_newest/10394.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'without any gun control laws, people are losing their lives and even with advocating its not wokring', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it is sad to hear that there is not much aid and support for gun control laws and it is causing many deaths', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the actions of gun control laws might not be as effective as expected ', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Gun control would definitely save lives. I do not know why it would not. It would make it harder for people to own a gun, so the people who should not be owning one will not. This will in my opinion lead to less shootings. ', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'black clothes, flowers, and sad expressions symbolize death, which makes me sad', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'People are shouting and yelling their beliefs on the streets, but the government does not care (according to the headline)', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'More people awakening and taking actions to change the world into a better place. ', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'it seems like we do not know what the answer is to such a big problem in our country.', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Important research topics that would eventually save lives must be given priority. The fact that government doesn't provide funding for such research makes me feel sad. "", 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I want to believe that the more laws and control their are over guns will prevent things from happening, but at the same time it seems that nothing is changing. ', 'url': 'anonymous-source/all_shooting_images_newest/10394.jpg'}]"
961,Man Accused of Threatening to Shoot Donald Trump Arrested After Months-Long Manhunt,anonymous-source/all_shooting_images_newest/90137.jpg,"[{'emotion': 'Amusement', 'intensity': '2', 'reason': ""Trump's face and the headline combo is slightly ironic."", 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm satisfied with the result."", 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It is upsetting that people feel the need to go to such extremes just to fix the political situation. ', 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""threatening murder is a serious thing, however, they should investigate his motivation to see if it is telling of Trump's character."", 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""Good that the man got arrested for attempting to shoot trump. Violence is never the answer even when you don't like somebody."", 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'it makes me feel safety.', 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'The man who threatened to shoot the President had finally been caught.', 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'Interesting that when someone threatens trump with something that he is so for (pro-gun) he gets scared', 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'Contentment because this man was clearly very unstable and to get him off the streets protects everyone. ', 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""even though I personally don't like Trump, he does not deserve to have someone kill him and live in fear"", 'url': 'anonymous-source/all_shooting_images_newest/90137.jpg'}]"
963,Senators introduce bill to block terrorists from buying guns,anonymous-source/all_shooting_images_newest/10265.jpg,"[{'emotion': 'Contentment', 'intensity': '2', 'reason': 'I liked the headline but was also slightly scared/confused. This headline evoked further curiosity. ', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""I'm satisfied with the result. But I'm also worried about the negative consequences of judging people's guidelines."", 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'No one without an extreme background check should be able to get a gun. This is very necessary. ', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'because this implies that domestic terrorism is impossible.', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'Good because terrorists should not be able to purchase guns.', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'do not have personal opinion on it', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'having actions to block terrorists from buying guns can help reduce rates of mass shootings.', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Glad of this bill but annoyed/confused as to how they know who is a terrorist and who is not and I am sure that they will still allow white men (the majority of school shooters) to buy guns. ', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'Since this is another step in the right direction for change and can keep more people safe which is so hopeful. ', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'in theory this is great but how would you know who the terrorists are', 'url': 'anonymous-source/all_shooting_images_newest/10265.jpg'}]"
966,Donations to the NRA tripled after the Parkland shooting,anonymous-source/all_shooting_images_newest/10386.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'Angry, confused, and disgusted because of content of the headlines.', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'thy should not donate to Nra, especially in this time', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'How did people see this tragedy and think that we need more guns to solve the problem?', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'it is horrifying that people think funding a rifle association will end shootings, rather than gun control.', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'After a shooting donations tripled to a gun organization, disgusting people should be donating to first responders the ones who put their lives at risk everyday to protect their citizens. ', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'not appealing emotionally', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'people care about each other, the donation can to some extent help families to recover from their losses.', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'How can people justify shootings so much that they increase donations to pro gun organizations after a massive shooting. ', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'That people can be so selfish to support something that is clearly harmful and this organization is the main obstacle in getting more gun laws to keep people safe. ', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'the NRA is making things worse', 'url': 'anonymous-source/all_shooting_images_newest/10386.jpg'}]"
967,EA Cancels Madden Classic Qualifier Events In Wake Of Mass Shooting,anonymous-source/all_shooting_images_newest/145.jpg,"[{'emotion': 'Awe', 'intensity': '2', 'reason': ""Felt deep sense of respect and peace because of people's faces and setting."", 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'It is the right thing to do in a dangerous time', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I understand people would be upset. However, out of respect, this was the right decision. ', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'the world should pause in the light of events such as shootings.', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Sucks they had to cancel a tournament, but it was for the safety of the players and the fans ', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'the sad faces of people make me sad too\r\n', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ""EA wants to raise people's awareness about what's happening right now."", 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'Not really sure what this means', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'It is the right thing to cancel this even that caused such pain and violence. ', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there are too many mass shootings', 'url': 'anonymous-source/all_shooting_images_newest/145.jpg'}]"
