,Headline,url,text_responses
681,"Toomey, Manchin: Trump's call to act on guns 'very encouraging'",anonymous-source/all_shooting_images_newest/10718.jpg,"[{'emotion': 'Contentment', 'intensity': '5', 'reason': 'this is what a president needs to do in order to protect citizens. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""anything relating to trump scares me, never know what he's going to agree with ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'there may be actions taken to reduce the number of shooting crime.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I do not understand the headline'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""Trump isn't doing enough for gun control""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'there may be a number of measures taken to alleviate the problem.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Gun control should be encouraged.'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'i feel angry that a president say something like this'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Trump\'s call to act on guns is NOT \'very encouraging\'"" '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""I really don't like donald trump.""}]"
683,"Plastic 3D guns printed at home will raise threat level for everyone, especially Congress",anonymous-source/all_shooting_images_newest/110.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'totally agree with the idea because this makes people uncontrollable. '}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'same reason as before, lack of picture changes nothing'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun causes violence and the problem may become more serious.'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'it appears that most people are against 3D printed guns'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it is scary to think about Plastic 3D guns being printed at home'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'there may be potential risks.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I think the printed gun will arouse people's violence.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it is scary to have an chance for the number of guns on the street to go up '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'it is true Plastic 3D guns printed at home will raise threat level for everyone'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm not really sure I feel an emotional response to this headline.""}]"
692,"After Synagogue Shooting, Trump Retweets Supporter Who Had Retweeted Anti-Semitic Hashtag",anonymous-source/all_shooting_images_newest/100063.jpg,"[{'emotion': 'Disgust', 'intensity': '5', 'reason': ""Why Trump choose to do this action? isn't he doing the opposite action before with the victims? ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'same reason as before'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'the contradiction would be aroused.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""one of the president's of the USA is supporting anti semitism ""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'it frustrates me that Trump Retweets Supporter Who Had Retweeted Anti-Semitic Hashtag because that is messed up'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'the contradiction would be aroused.'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'Why tweet? He should do more actions to control gun attacks.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'why would a president retweet something like this, this is so angry '}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'why would trump do that?'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'trump is a disgusting human '}]"
700,Slowik: Thanksgiving Day food drive to honor Rich Central victim of gun violence,anonymous-source/all_shooting_images_newest/110123.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'they look sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they look sad'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""it describes how sad it is that people die because of gun violence but slightly happy as well because there is an attempt by the people to 'combat' this using non-violent method and to remember the victims as well.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'They should be remembered properly'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I felt a sense of appreciation for people honoring victims of gun violence. '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'that is very thoughtful'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""Charity is always good for whatever reason specially honoring a person's life and that makes me feel content.""}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'There are so many stories like this one.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'historical sad story'}]"
706,E-Sports World Is Rocked as Gunman  Clearly Targeted Other Gamers ,anonymous-source/all_shooting_images_newest/50.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'i see the fireman and the police'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'i see the fireman and the police'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'how certain people are targeted so badly.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People are killing others just because they might have lost at something'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'The likelihood of being a victim of a shooting just by doing an regular activity is very high. '}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""I don't feel very relatable""}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'Real gamers never prey on the weak and unarmed. Fake gamers are disgusting to me.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Another example of senseless violence and death.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Discrimination '}]"
710,Another day of funerals as Pittsburgh mourns synagogue shooting victims,anonymous-source/all_shooting_images_newest/110143.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it shows another sad event caused by gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'They lost their lives unnecessarily to a random hateful person'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I just feel so bad for the innocent victims and their families.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '""mourns"", ""funerals"", these are just sad events.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""Sad that many innocents had to die and get hurt cause someone's screw up in the head.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'There were so many victims that they needed multiple days of funerals.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'public safety'}]"
714,California Gov. Jerry Brown signs bill banning gun sales to people under 21,anonymous-source/all_shooting_images_newest/90370.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'it is very fair to have that rule because it is very unlikely we will have a person under 21 years old that can wield a gun sensibly.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'A step in the right direction towards safety'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'This is a major headline that proves change is possible. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I think this is a reasonable action'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'The headline aligns with my views and so it makes me feel content.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This is a positive headline but woefully inadequate.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': ' at least this actino can prevent youth from touching guns at an early age'}]"
716,"After Jacksonville shooting, is it too early to talk about gun laws? Today's talker",anonymous-source/all_shooting_images_newest/76.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'there is probably a crime.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there is probably a crime.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'they care more about tying this to politics and such rather than focusing on the victims, but I can see this being two sides of a coin - so more of a neutral feeling for me.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Way too many people died unneccesarily'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This is a very sensitive topic to discuss. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I like the ironic tone in the headline'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'Headline shows how politics itches to jump into any tragedy that occurs.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'This is the most common deflection to avoid addressing gun control debates.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'learn from past is good'}]"
718,Students team up with Sia to share their powerful message on gun violence Video,anonymous-source/all_shooting_images_newest/100029.jpg,"[{'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'he is speaking seriously'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'of how young people are rising up to promote this issue as well.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'This is good will get the message out faster'}, {'emotion': 'Awe', 'intensity': '5', 'reason': 'Some famous celebrities are using their platform to raise awareness on important issues especially by involving young demographics. '}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'people are coming together to express their thoughts and messages.'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': ""I still don't see the relevance of Sia and students with gun laws or shooting prevention.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""We know this won't lead to any changes.""}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""not sure whether i got the gist. if there's someone leading students to think on the gun threatening problem, then it's good""}]"
719,Parkland Shooting Suspect Lost Special-Needs Help at School When He Needed It Most,anonymous-source/all_shooting_images_newest/457.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'it feels like this was a situation that was very avoidable.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""One reason why the gun shoting happened is because the suspect's lack of help in mental health issues, making me feel sorry for him. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'since the suspect lost special-needs help'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This is so disheartening because it appears the shooting could have been prevented in multiple ways: if the special needs student/shooter had access to appropriate resources or if the school was properly monitoring behavioral issues (these incidents are never without warning)'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""School can't even help students when they need it most""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'There are few people make school shootings without reason.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'This person may not have inherently been a bad individual but circumstances such as this drove him to commit the atrocity he did.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sounds like a sad story.'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'still blame him for doing this'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It is sad to see that people in need don't receive the help they should causing tragic events like the Parkland shooting. \r\n""}]"
727,"Bank, Enterprise parting with NRA following Florida school massacre",anonymous-source/all_shooting_images_newest/10526.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'it seems like more changes are happening where companies are parting with the NRA due to school shootings.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'The bank and enterprise could help NRA to prevent these things to happen again '}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""'school massacre' makes me think of innocent children being dragged into an unpleasant and catastrophic situation.""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'at least some corporations have a soul and care about our youth'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'The NRA needs to be regulated at a higher level'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It could be good for banks and enterprises to take such actions.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'This is what I think should be happening. Support for the NRA should decrease.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Massacres are just sad and unfortunate events.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'about their next steps'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It is nice to see organizations parting with associations such as the NRA and are in support of gun control. '}]"
728,"9-year-old robbed at gunpoint at lemonade stand given hundreds in cash, gifts",anonymous-source/all_shooting_images_newest/218.jpg,"[{'emotion': 'Excitement', 'intensity': '2', 'reason': 'a kid who got robbed got a lot of support.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The robbing caused by a nine-year-old kid is sad'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""The words '9 year old robbed at gunpoint' make me feel scary since anybody could be robbed at a gunpoint or even shot dead.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Who robs a 9-year-old? AT A LEMONADE STAND? and how much would a 9-year-old even have on them. clearly the robber was deranged'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'A child was robbed at gun point but he was compensated in the end, yet the physiological effects may never leave his memory'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Gun abuse is devastating for mentally immature children.'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'This is not something that should be allowed to happen ever.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Feel sad about a society like this, the insecurity for children'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'sad for the child'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'It is disgusting that a child would ever be held at gunpoint, especially over something as silly a few hundred dollars. '}]"
729,Cruz biological mother's past a factor in school shooting,anonymous-source/all_shooting_images_newest/90014.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'in hindsight a lot can be said about signs or other things that showed there was a threat but nothing was done to prevent it before it happened.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'The influence of the past is a factor of the shooting, making me think of the mental illness the shooter may have'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'the school shooting involved shooting innocent children.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""all school shootings make me sad but the headline is difficult to interpret. Mother's past a factor?""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The damage done in the past was a factor that caused him to do what he did'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'No one can fully get rid of the negative influence from the original family.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I want to find out what this past is about.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It makes me wonder what happened to him in the past that affected him to make such horrible choices.'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'read more'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'It makes me mad that people who need help and support dont receive the necessary help, and also have access to a gun. '}]"
733,Trump's indefensible response to the synagogue shooting draws outrage,anonymous-source/all_shooting_images_newest/100095.jpg,"[{'emotion': 'Anger', 'intensity': '4', 'reason': 'Trump seems to have made an offensive or ignorant remark about the shooting.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I do not really like president Trump'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'Indefensible response by a person held in a responsible position that draws outrage is disgusting'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""trump is a pig but we've known that for awhile now. he's insane. if this story popped up on my newsfeed I probably wouldn't read it because I already know he's insane and should bet in prison. If it was a prison petition I'd sign it.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Politicians need to put themselves in the shoes of the victims and be more aware of the comments they make'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'He just stands for the interests of many people instead of thinking for the majority,'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I am curious what he said.'}, {'emotion': 'Anger', 'intensity': '2', 'reason': 'indefensible here sound ironic to me'}, {'emotion': 'Anger', 'intensity': '1', 'reason': 'no clue'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'It makes me very angry that the former President of the United States was unable to respond appropriately to a tragic hate crime. '}]"
736,Vigil held for victims of California bar shooting,anonymous-source/all_shooting_images_newest/110235.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'there was another shooting and the headline makes it sound like a normal event.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'reminds me of the shooting '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Felt sad for victims of California bar shooting'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'so sad that the shooting even happened. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Due to the many lives that were lost during the California bar shooting'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'We should memorized those victims as they prompt new policy.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I didn't know about this shooting but it feels like these events are too common nowadays.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it mentions a vigil'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'for the loss'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It is always sad to see victims families mourning their passing. '}]"
738,Survivors of Parkland Massacre Held Event Last Month at Site of Jacksonville Mass Shooting,anonymous-source/all_shooting_images_newest/220.jpg,"[{'emotion': 'Awe', 'intensity': '2', 'reason': 'survivors are pushing for their ideals and letting their voices be heard.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'Remind me of the gun shooting and how it will impact people'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'The survivors gathered again and held and event after the massacre.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'starting to run out of ways to describe how terrible school shootings are'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'The amount of shootings that occur in the US'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I hope all survivors can get a new life.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Multiple huge shootings shouldn't happen, let alone so close to each other.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""can't help feeling sad about the massacres""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'for the shooting again'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am content that the victims of gun violence have been able to heal and come together. '}]"
740,Unbearable grief': Pakistani parents of Santa Fe school shooting victim warn of gun culture in US,anonymous-source/all_shooting_images_newest/110117.jpg,"[{'emotion': 'Anger', 'intensity': '1', 'reason': 'this should not have been happen'}, {'emotion': 'Amusement', 'intensity': '3', 'reason': 'IDK'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Not proud to be an American. We seem so forward thinking and then you come across issues like gun violence.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'Parents are filling disability about changing gun control culture to safe their child.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""It's horrifying that any parent would have to go through that, and even more horrifying that such a large amount of parents go through loss to gun violence and school shootings. ""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's sad that people from other countries fear to be in the US because of gun use when the reason why they came to this country in the first place was to be safe.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""i don't hope to hear that.""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""Innocent people die, but it's hard for us to stop it.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they look sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}]"
743,Don't panic about 3D gun printing. Yet.,anonymous-source/all_shooting_images_newest/27.jpg,"[{'emotion': 'Amusement', 'intensity': '2', 'reason': '3d gun'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'idk'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""wow that is such a frightening caption. I don't want to think about the fate of our country if any crazy person could print a gun.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It means any people can produce guns by themselves easily. '}, {'emotion': 'Anger', 'intensity': '2', 'reason': ""This doesn't need to be an issue. There's no reason for 3D gun printing, it's completely random, unnecessary, and unsafe. ""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Well I am panicking because that's scary that anyone could make a gun.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'guns should be prohibited in the schools'}, {'emotion': 'Fear', 'intensity': '1', 'reason': '""Yet"" can mean it will be worse.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is dangerous'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}]"
751,Trump meets with families of victims of Texas shooting to  listen  and  learn ,anonymous-source/all_shooting_images_newest/10670.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'should prevent this using law'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'right'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""WOW. This has political motives written all over it. He's a pig. I repeat. He is a pig.""}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'This action can lead public to know the real story of victims and let them know the harms of shooting'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': ""Donald Trump did not go to Texas to learn anything, I'm positive that trip was all for appearances, and it's frustrating that he knows it's enough of a problem to look like he cares, but he still doesn't care. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Trump waited a little too long to do so and speak out. I am glad he is seeking to learn more though and showing support.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'gun should be prohibited.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'I hope families of victims can feel better.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'He is the American president.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}]"
754,"California Gov. Jerry Brown signs bill banning gun sales to people under 21, citing Parkland",anonymous-source/all_shooting_images_newest/90282.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'agreed'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'only require age is not enough'}, {'emotion': 'Excitement', 'intensity': '1', 'reason': 'this is a step in the right direction but could be better'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': 'It is reasonable to sign this bill and protect teenagers because school shooting happened a lot'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""I'm happy that there are some restrictions, but this is so obvious that it's frustrating it's in a headline. Of course people under 21 shouldn't be able to buy guns.""}, {'emotion': 'Awe', 'intensity': '5', 'reason': ""it's very good to see changes in gun control laws, but again, it's sad that it had to happen this way.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'i agree with this'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""It's a huge step to help people safe.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns are dangerous'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}]"
756,"In Jacksonville, the $1 Billion-a-Year World of Esports is Rocked by Gunfire",anonymous-source/all_shooting_images_newest/33.jpg,"[{'emotion': 'Disgust', 'intensity': '1', 'reason': 'not interested'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'idk'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'guns are foul'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Violence game can affect people's behavior in reality""}, {'emotion': 'Anger', 'intensity': '4', 'reason': ""It's such a common thing for lives to be lost or interrupted by mass shootings and it's completely preventable. We should be doing more to stop this from happening. ""}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'It is scary that shootings could take place at any event, anywhere.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I support gun control measures.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'people come to there for fun but they got shot.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there is probably a crime.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}]"
759,Family outraged after police kill black man mistaken for mall shooter,anonymous-source/all_shooting_images_newest/110433.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': ""It's racism.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'it demonstrates the harmful generalization US law enforcement makes about black people.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I feel anger towards the policemen because of the decision he took and that he based race on it '}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""feel unfair. the police took an innocent people's life""}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'I am tired of hearing about more instances of police officers using deadly force so flippantly. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': ""It's not the first time that black people got killed wrongly.\r\nPerhaps, if there no gun, there will be no shooting. And there will be no mistaken suspects getting killed.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'We continue to see clear examples of racial profiling yet police officers are ever rarely held accountable '}, {'emotion': 'Anger', 'intensity': '2', 'reason': ""the innocent black man deserve better than being killed because of police's mistake. this reflects rooted issue of police brutality in the United States.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'hearing about the death of an innocent person is so upsetting to me. '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Seeing black people being shot can easily conjure up racism. '}]"
761,"Marco Rubio, Bill Nelson push states to get gun restraining order laws",anonymous-source/all_shooting_images_newest/10802.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'Gun should be banned in this country.'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I believe gun control is something we have needed for a song time.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'that laws against guns are being supported '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'pro-social behavior'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'I am not aware what a gun restraining order law is, but if Marco Rubio is involved, then it must be the wrong course of action. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Perhaps some changes are about to take place.'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I think this is an important step in making sure that individuals who have shown violent tendencies and may be at a greater risk to abuse the power a firearm gives them. One of the patterns we have seen with school shooters is that they have shown signs of violent nature yet no one decided to do anything about it. These red flag gun laws can act as a way to prevent guns from getting into the wrong hands without actually violating someones second amendment right. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'yes states should be regulating guns'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I feel satisfied that it seems like some changes are being made.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I agree with gun restraining order law.'}]"
763,U.S. judge extends ban of online 3-D printed gun blueprints,anonymous-source/all_shooting_images_newest/260.jpg,"[{'emotion': 'Excitement', 'intensity': '3', 'reason': '3-D printed gun is also dangerous.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I was unaware of the existence of 3-D printed guns.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'this headline shows that not only the distribution of guns is being looked at but also production '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'gun control seems to work'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am happy to hear that such weapons are not being protected under the law. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': '3D printing can be a source of danger that increases number of guns and guns from the ban list.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I'm happy to see that legislation is taking steps to remove the production and distribution of potentially dangerous technology. ""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'yes, banning gun blueprints is a step forward to gun control and safer nation'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Glad the judge is seeing change must happen'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Because of this law, guns will be less, there may be less people who will get killed by gun.'}]"
