,Headline,url,image_responses
785,"Florida Senate rejects ban on assault weapons, votes to arm teachers",anonymous-source/all_shooting_images_newest/10642.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'Assault weapons are so dangerous to society that they need to be banned, not given to teachers to use'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""although I don't know what they are protesting, it's exciting to see people fighting for what they believe in.""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Whether this protest is anti-gun or pro-gun, I am happy and excited to see people exercising their right to assemble and protest. '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""I am glad to see many people fighting for what's right. ""}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'the protest to the government regarding gun violence is inspiring me to go out and make a change myself. It is inspiring to see people stand up for gun reform. '}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""i am excited that people care and i think it's great that people are speaking out. i participated in these marches.""}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'The gathering of so many people must be accompanied by inappropriate handling of some events. So I people think that by protesting, we hope to get a more appropriate management method.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Im happy to see people protest but sad that it is happening at all and people died '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'we are still fighting for the safety of our students in schools'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'the public realize that the gun violence is an issue that could not be overlooked.'}]"
786,Las Vegas shooting victims honored in emotional anniversary ceremony: 'Our 58 angels are with us',anonymous-source/all_shooting_images_newest/100497.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'The victims were unable to see this recognition, and their deaths add more evidence to the topic of managing the gun problem'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I know it's related to the Vegas shooting and that shooting is heartbreaking.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This image is certainly about the Vegas shooting, and makes me feel very sad. However, I also felt powerful as the people are carrying the American flag.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am glad to see people honoring victims. '}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'given the context of gun violence and what happened in Las Vegas, it is sad to see mourning of that day because of all the lives that were lost. '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it is sad how many people died in the Vegas shooting.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': ""It's very confusing to me that so many people are holding up the American flag. At the same time I think this case must be very serious with so many people going on.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'need more context but if this is regarding the shooting I feel sad'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'there were so many deaths in the Las Vegas shooting'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'reminds me of heartbreaking news of las vegas shooting'}]"
789,"Jenelle Evans lies about pulling a gun after road rage incident, threatens to leave  Teen Mom 2 ",anonymous-source/all_shooting_images_newest/147.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': ""Guns can't be an emotional catharsis, we need stricter gun control""}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""I don't know what's about to happen next and I think that I see a gun, which is scaring me.""}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'I am shocked to see the image of the girl pulling out what seems to be a gun from her hip while in a car. However, I am curious to see the context of this story on whether she was acting out of self-defence or committing a crime.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I worry for how she is involved in the issue of gun violence. '}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I am not sure who is pictured and how she is connected to gun violence, but if she is in somehow, I would assume it is saddening. However the lack of context is confusing. '}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'this woman looks very distraught and she is armed with a weapon in her car which is very unnecessary. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'By observing the facial expressions, I can tell that she is very scared, so I am very worried that she is in danger.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'i feel scared because it looks like the woman is taking out a gun '}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'she is a violent person'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'it seems ok to me if a teen mom is armed just to protect herself'}]"
793,America's increasing moral panic over active shooters is overblown and counterproductive,anonymous-source/all_shooting_images_newest/444.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': ""It turns out that many American shooters don't know how to use guns in a controlled manner, and their practices have caused panic""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'who knows the situation that they are possibly preparing for and it makes me anxious.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'This police officers in the image look very heavily armed, and I feel fear and sadness for that a serious crime may have happened.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am scared for why these armed police men are gathered. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'knowing the context of police officers and gun violence, the picture makes me sad because of the historical references and how many times police officers have contributed to the problem of gun violence. '}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it scares me that these officers are armed with even more weapons.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'Managing guns with greater power can help people better.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'i feel scared '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they seem to be gearing up to help others in need'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'everyone is armed in the image'}]"
795,Why some schools are suspending kids for joining gun control walkouts,anonymous-source/all_shooting_images_newest/10661.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'We have a responsibility to let our children know about the dangers of firearms, and schools should give them more guidance in this area rather than discourage them\r\n\r\n'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""a young girl is protesting against something on her own which is just heartbreaking because she's so young.""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It is very sad to see all the memorials for the victims, and it is powerful for one person to be standing there holding her sign.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's sad to see that people have to fight so hard for change, but this also gives me hope. ""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it makes me happy to see people take a stand for what they want to fight for, but it is sad that we have not fixed the problems of gun violence beforehand, and it is sad we have to do this now after so many people have died because of gun violence. '}, {'emotion': 'Awe', 'intensity': '4', 'reason': ""i am in awe of her bravery and i support her effort. i think it is great that she's protesting.""}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'It is possible for people to have different voices about gun management situations. And the guns can be better managed according to different voices.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'I am glad people are protesting '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they are fighting for their safety'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'seeing girls at my age has to put up a sign for stopping gun violence is heartbreaking'}]"
796,"Temple Israel, Gary community mourns Pittsburgh shooting victims: 'We come together to condemn the violence and hate'",anonymous-source/all_shooting_images_newest/110007.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'Violence and hatred should be condemned, it is not good for human development'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel like this could be for some type of funeral because of the candles so it makes me sad for anyone who was lost.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'It is sad to see this image as this seems to be a memorial for gun violence victims.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It seems that she is honoring someone's death, and that saddens me. ""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'mourning of deaths of gun violence, as this is what I assume is occurring in the image, is saddening. However the lack of context in the image makes it hard to have a strong emotional response.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'it makes me sad because she is clearly honoring people who were killed from gun violence.'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'Whether the representation of the pictures is carried out experimentally on firearms. Can help more people in need and reduce tragedies.\r\n'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I feel sad because it looks like the woman is lighting a candle for someone who died due to gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'they are honoring lives lost from gun violence'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""don't know what's happening but sense a solemn vibe""}]"
797,"NRA spokeswoman pushes back on raising age for buying semiautomatic rifles, an idea Trump has suggested",anonymous-source/all_shooting_images_newest/10216.jpg,"[{'emotion': 'Anger', 'intensity': '3', 'reason': 'The gun problem is age-related but cannot be limited by initiatives to raise the purchase age alone, as this does not address the root of the problem'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'I saw the word conservative and just immediately felt uneasy.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'This woman have a very positive expression on her face, and makes me feel content and excited to see what she has to say.'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I fear that because she is speaking for conservatives, she is fighting against gun control. '}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'I know that the conservative party as been against gun control and its reforms, which makes me angry because people are dying everyday because of gun violence. '}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'this conservative group does not support gun control which disgusts me.'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""Gain a deeper understanding of guns through the different voices of people. I think it's very positive, and it's going to spread quite a bit.""}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I feel angry because I don't support the organization""}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""conservatives don't care about the effects of gun violence""}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'She was just making an active shooter an individual case and not thinking of the victims.'}]"
803,"Calstrs to Engage With Assault-Weapon Sellers First, Divest Last",anonymous-source/all_shooting_images_newest/10063.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'people collect guns'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': 'people collect guns'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Guns are weapons of mass destruction and they should not be displayed like toys, this makes me angry. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'harmful weapons'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People may use guns to threaten others instead of protecting themselves.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People may use guns to threaten others instead of protecting themselves.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""It looks cool, as long as it isn't loaded""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Assault rifles should not be for sale to civilians.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything that is gun related scares me'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'This image is probably from a pro-gun video clip, which is opposite to my ideals'}]"
804,People across the country come together to condemn gun violence Video,anonymous-source/all_shooting_images_newest/10227.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'people are taking a stand'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'people are taking a stand'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I am proud of the organization March for Our Lives and I am so proud to witness everything they have done. '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'looks happy'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'People want to express their own voices and attitudes towards gun violence.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'People want to express their own voices and attitudes towards gun violence.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Empowerment is always great, especially in this case.'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'Children are together and save from gun incidents.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything that is gun related scares me'}, {'emotion': 'Excitement', 'intensity': '2', 'reason': 'These are young people who are likely to support gun control, which is my ideal'}]"
805,Pittsburgh Steelers to hold moment of silence to honor victims of synagogue shooting,anonymous-source/all_shooting_images_newest/100151.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'too many lives lost'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'too many lives lost'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'This image makes me feel sad because I am assuming it is a memorial to those who have lost their lives to gun violence.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone died'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People may be mourning over their friends or family members.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'People may be mourning over their friends or family members.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'sad to see families suffer from a loved ones death.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""people had their lives taken by gun accidents are extremely sad because they don't deserve this.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything that is gun related scares me'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'It appears to be a memorial for gun violence victims'}]"
807,Texas state lawmaker shares image linking gun control to the Holocaust,anonymous-source/all_shooting_images_newest/10530.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'of how true this is'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'of how true this is'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it seems like there is nothing we can do to fight for stricter gun reform and that history is bound to repeat itself which makes me sad. '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'someone died'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People might die because of gun violence.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'People might die because of gun violence.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the quantification of the lives lost '}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'history repeats itself.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything that is gun related scares me'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'Comparisons to 1945 Germany are a little dubious'}]"
809,"How America s hunting culture shaped masculinity, environmentalism, and the NRA",anonymous-source/all_shooting_images_newest/10688.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': 'people shoot animals for fun'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'people shoot animals for fun'}, {'emotion': 'Anger', 'intensity': '5', 'reason': 'This image makes me angry because children are being taught to use violent weapons which is completely unnecessary. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'killing'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Kids learn how to use guns early.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Kids learn how to use guns early.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'children should not have access to guns.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""Children are being trained to operate rifles. Although it's only for hunting, there could be dangerous consequenses.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Everything that is gun related scares me'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': ""I don't think kids should be involved in hunting in any capacity""}]"
813,Limited engagement: Top funds backed gunmaker Ruger board despite no talks,anonymous-source/all_shooting_images_newest/88.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'The guns and the focus on triggers create a feeling of high pressure.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""it's just a picture of a bunch of guns with no context""}, {'emotion': 'Fear', 'intensity': '1', 'reason': ""That's a lot of guns.""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I feel fear.'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Guns are locked up.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It looks like the guns are being held by only a small zip tie, which makes me feel like anyone would be able to go and take one.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I am scared to see guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Too many guns might cause gun violence.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns'}, {'emotion': 'Anger', 'intensity': '4', 'reason': 'Hate guns, it can easily kill people.'}]"
823,Warning signs may have been missed in school shooting case,anonymous-source/all_shooting_images_newest/10790.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'Why would you need all those weapons in your bedroom? sick'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'The fact that someone can acquire that many guns is very scary. Also, the fact that the picture is taken so casually, with the guns appearing to be on a bed, is scary to me as well.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the vide of shooting'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It is just scary to see so many guns, especially in a residential area.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Guns are dangerous.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'someone who looks like they can be in your local neighborhood owns so many guns.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It is just scary to see so many guns in a residential area.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'the amount of guns in the picture seems like an excess for an individual or even a household, and the fact that this many can be and are owned is scary.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this seems like someone in your local neighborhood who happens to have guns on them illegally.'}]"
825,"HIAS, the Jewish Agency Criticized by the Shooting Suspect, Has a History of Aiding Refugees",anonymous-source/all_shooting_images_newest/100045.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'how many people do we have to lose before people change'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I'm very saddened about the number of people who lost their lives due to shootings.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'the loss, and the child and man'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'People are giving their best wishes to victims, heartwarming.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'some people died.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'people care about those who died'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Seeing deaths is always a sad thing.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""the flowers are probably out for people who died as a result of a shooting and it's sad that this happened.""}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'people care about those who died.'}]"
827,Companies develop bulletproof clothing to protect against shootings,anonymous-source/all_shooting_images_newest/10506.jpg,"[{'emotion': 'Disgust', 'intensity': '4', 'reason': ""why would you ever practice shooting a target that looks real (unless you're in the military)""}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I know a lot of these dummies are used for police officers when training, but it is scary that anyone could practice on shooting.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'no clue'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Using human-like figure for shooting practice.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'This never occurs in my life.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'a dummy has gunshot wounds in the area around the heart.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Practice shooting with a human-like figure.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'people are training to hit a body target which seems scary in intentions.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'people are shooting at the heart.'}]"
829,BlackRock and Vanguard fought for gun changes yet rubber stamped Sturm Ruger's board,anonymous-source/all_shooting_images_newest/163.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': ""guns shouldn't be romanticized or casually sold and positively marketed. ""}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""It's scary that in some countries, anyone can buy that gun.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It seems to me that this activity is exposing more people to shooting practice.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns are dangerous'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know if those are real or fake.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Exposing more people to gun shooting.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it seems like some sort of gun show or selling of guns which can be dangerous due to a higher number of people owning guns and potential to cause harm to others.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know if that is real or not.'}]"
833,Gun Maker Remington Plans to File for Bankruptcy Protection,anonymous-source/all_shooting_images_newest/10834.jpg,"[{'emotion': 'Disgust', 'intensity': '3', 'reason': 'guns shouldn\'t be romanticized (this is ""artsy"")'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'again, it is very scary that anyone could own this gun and use it without a license.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'looks like a shooting gun used'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I wonder what the image of a gun will represent.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'guns are dangerous'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know where this photo of this gun was taken.'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'I wonder if this image is a representation of gun control or a stand for bearing arm.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'it is somewhat scary to see a gun and the damage it could cause.'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'I do not know where this picture of this gun is taken.'}]"
834,N.Y. governor says schools should drop any punishment given to kids who joined gun violence protests,anonymous-source/all_shooting_images_newest/10204.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'is this a school protest or a walkout because someone has made a throat?'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'this was probably an image from the evacuation of a school shooting and it is sad to see that the drills and regulations we set in place for this potential occurrence could actually happen.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'an accident '}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'Students are taking stands on this national issue as well.'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'it seems an revolt'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I am guessing people are evacuating from the school due to gun violence.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Even students are taking stands on a stricter gun control.'}, {'emotion': 'Awe', 'intensity': '2', 'reason': 'it is good and inspiring to see students who seem to be protesting for change with respect to gun violence.'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'I am guessing they are evacuating of the school due to a shooting.'}]"
835,"Muslim Americans raise more than $200,000 for those affected by Pittsburgh synagogue shooting",anonymous-source/all_shooting_images_newest/100051.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'non white people are more of a target for gun violence '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""It's sad that people of specific religions and cultures are judged and disliked due to shootings and trauma caused by people of those same psychographics.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': '.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""people's vibe""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'It seems like everyone is showing care on mass shooting issue.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'There is the police.o'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'people are mourning for the dead'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Minorities are standing out as well on this issue.'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': 'these people may have lost loved ones or maybe were just coming to support a vigil of some sort for a shooting, which is sad based on how much pain these shootings cause.'}, {'emotion': 'Amusement', 'intensity': '1', 'reason': 'people are holding flowers probably for those who died in the act of gun violence.'}]"
856,Florida city official charged with murder after state rejects 'stand your ground' shooting of suspected thief,anonymous-source/all_shooting_images_newest/100432.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'gun is causing threat and danger to people'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am scared for what is happening. '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I am scared to look at this photo, someone clearly got injured '}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'N/A'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I do not like to see a gun pointed at someone especially without knowing the context.'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'Without being aware of the situation, the person with the gun does not seem to be in physical danger and holding on to the other person instead of letting them go. It seems like he wants a reason to use his weapon '}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""there's a gun and the man is ready to shoot""}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'looks like a robbery with guns involved which will most likely result in blood, im sorry for the ones who gets hurt'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'this is the scene of the gunshot'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'N/A'}]"
858,Mom with 'gut feeling' stops school shooter before planned attack,anonymous-source/all_shooting_images_newest/100374.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': '.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am glad to see them happy'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'cute family photo '}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'N/A'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'this is a cute family but I do not know how it relates to guns.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'I do not have a strong reaction to this image'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'what if any of them died because of guns'}, {'emotion': 'Awe', 'intensity': '3', 'reason': 'they looks like a very happy family who may have survived a shooting'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'they look very happy about something.'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'N/A'}]"
860,"Somber tributes, dimmed lights on Vegas shooting anniversary",anonymous-source/all_shooting_images_newest/100435.jpg,"[{'emotion': 'Sadness', 'intensity': '2', 'reason': 'In the context, this feels like the tragic aftermath of a violent event where those who were affected are still coming to terms with what just happened.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'this girl seems to be the same age as me and seeing her witnessing a crime scene and just sitting there looking traumatized makes me feel sad.'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'feel like a gun violence is going on '}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'it makes me think that something bad probably happened and a girl is sitting on the side of the road by herself seemingly upset'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'this is the aftermath and reality of a shooting.'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'clearly something bad happened so there was probably a shooting or gun related activity'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the word ""somber"" just makes me feel sad for everyone affected by the Vegas shooting.'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'because I feel empathy for this person.'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it shows a young woman who is clearly grieving about something that is probably related to gun violence, so it's just sad to look at.""}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'The girl holds the pain of the tragedy that happened before'}]"
862,California governor signs raft of gun control bills into law,anonymous-source/all_shooting_images_newest/90422.jpg,"[{'emotion': 'Contentment', 'intensity': '1', 'reason': 'I do not know the person pictured or the message they are trying to convey.'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""same as sample 3, I don't know this dude and I don't feel anything when the politicians are making public announcements.""}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'not sure what is going on'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'same as above, I do not know who that is and it is just a man that I do not know what his stance on gun violence is'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I do not know who this is '}, {'emotion': 'Disgust', 'intensity': '1', 'reason': ""i don't know who the speaker is but he looks like he has strong opinions about the topic and i assume they would be in favor of guns""}, {'emotion': 'Excitement', 'intensity': '3', 'reason': ""it's nice to see that gun control laws are being thought out and effort being put into them.""}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'because I do not know who this person is.'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""again, I don't know who this man is but because of the context I'm assuming he's someone in the government making decisions and laws around guns and it just disgusts me to think that he would be pro-guns.""}, {'emotion': 'Contentment', 'intensity': '3', 'reason': ""The spokesman's stony expression shows protest over the gun incident""}]"
