,Headline,url,textimage_responses
1115,"Probe: Mercy Hospital gunman was 'disliked classmate'at fire academy, described as presenting himself in'perverted' way",anonymous-source/all_shooting_images_newest/110226.jpg,"[{'emotion': 'Sadness', 'intensity': '3', 'reason': 'N/A', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'fear', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'of the words used in the tittle that made me feel that way ', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'inequity', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'looks like the end of an active shooter event', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""it's a sad story "", 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'I feel a mixed feeling for the gunman, he is both the victim of the bully and the initiator of another tragedy ', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': 'if he was reported to be perverted or highly disliked he should not have been approved to own a gun. ', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'I can almost picture the person in my mind, which is unsettling.', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'I feel angry that the headline is trying to garner sympathy for a gunman', 'url': 'anonymous-source/all_shooting_images_newest/110226.jpg'}]"
1126, This Is Us  Paid Emotional Tribute to the Pittsburgh Synagogue Shooting Victims,anonymous-source/all_shooting_images_newest/100100.jpg,"[{'emotion': 'Fear', 'intensity': '3', 'reason': 'this is a weird image', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I am now aware that this is a screencap from a TV show, and once again it makes me saddened about the violence that occurs towards synagogues.', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'tribute ', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'I am glad it is being talked about in the media because it was devastating and should be addressed. ', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is the right thing to do', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': ""This is what we've come to as a nation."", 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""It's heart-broken to see such a happy family was broken due to gun violence."", 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds like something bad is gonna happen', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}, {'emotion': 'Disgust', 'intensity': '2', 'reason': 'There is no real action taken for the victims besides emotional tributes, which is not helpful and not worth writing about.', 'url': 'anonymous-source/all_shooting_images_newest/100100.jpg'}]"
1128,Black man's death: Questions remain in Alabama mall shooting,anonymous-source/all_shooting_images_newest/110233.jpg,"[{'emotion': 'Sadness', 'intensity': '5', 'reason': 'this is a great image of the victim and will draw readers in.', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'The case appears to not be fully closed since ""questions remain"", which makes me sad that the victim in the image was attacked and killed in such a way.', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'he died', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'It is extremely upsetting that innocent people lost their lives for no reason.', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'people are affected by gun violence', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'A black man dying in Alabama seems too common historically.', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""Sorry about the man's death and everybody has right to know the truth."", 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds like something bad is gonna happen', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'Sad for a young man like this in the picture to lose his life in a shooting. However, the second part of the caption do result in some confusion and a little anger. It can be misleading to a racism discussion.', 'url': 'anonymous-source/all_shooting_images_newest/110233.jpg'}]"
1131,"Chicago, suburban libraries brace for the question: Can I print out a 3D gun?",anonymous-source/all_shooting_images_newest/96.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'they are trying to go around the law?', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'this makes me wonder if this is actually a genuine question the library has received, because I cannot fathom the idea of someone going to a library to do that.', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Disgust', 'intensity': '5', 'reason': ""people shouldn't want to print"", 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': ""I worry about this because there might not be ways to regulate safety on these guns and people who shouldn't have guns could get them. "", 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': '3D gun should be prohibited', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'This is what this country has come to.', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""I don't think good to do that, it will increase the police's pressure."", 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds like something bad is gonna happen', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'It is definitely a question worth discussing, but by bracing this question it sure is scary as anyone could now possess some form of gun.', 'url': 'anonymous-source/all_shooting_images_newest/96.jpg'}]"
1132,Hearing scheduled as gun-rights advocacy groups look to overturn Deerfield assault weapons ban,anonymous-source/all_shooting_images_newest/100248.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'I do not know the context.', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': ""I don't understand why this group would want less gun restrictions, especially with all the violence occurring in recent years."", 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'guns are scary', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': 'Having a gun is a right for Americans but are assault weapons necessary? ', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'the society is not safe', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Gun safety is needed more than additional gun rights', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Some assault weapons need to be under control.', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds like something bad is gonna happen', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'I wonder what the argument they will have to overturn this, but it definitely does not help with reducing the assaults.', 'url': 'anonymous-source/all_shooting_images_newest/100248.jpg'}]"
1135,Publix Suspends Contributions To NRA-Backed Politician Amid Protests,anonymous-source/all_shooting_images_newest/10101.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'I like Publix.', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'knowing the context, I originally thought it was about a shooting that occurred in a Publix.', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'making their stance', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': '/', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Excitement', 'intensity': '5', 'reason': 'I have great respect for companies that use their resources for good. ', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is the right thing to do', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'Donors that turn their backs on politicians are doing the right thing.', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I agree with the point.', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'Sounds like something bad is gonna happen', 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""Although supporting NRA might not be wrong, but a stricter gun control can definitely reduce the death from shooting. This suspension of support of NRA-Backed politician is a reflection of the community's will."", 'url': 'anonymous-source/all_shooting_images_newest/10101.jpg'}]"
1137,Breaking Down the 27 Words of the Second Amendment,anonymous-source/all_shooting_images_newest/10282.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am not sure how to feel towards this. ', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'the gun towards me makes me feel stressful', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It is time to look at the second amendment and see what still should apply. ', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': ""guns can scare me even though it's an older woman holding it"", 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""Sorry I don't understand the headline. But I felt the picture is funny "", 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'I feel that the picture and the title do not really match.', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Fear', 'intensity': '1', 'reason': 'what does break down mean', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Disgust', 'intensity': '3', 'reason': ""people think it's so fun and quirky to have handguns. It was written into the constitution during colonial times, it's outdated."", 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'Seeing a photo of anyone brandishing a gun makes me feel unsettled. ', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': 'The image and text does not goes well together.', 'url': 'anonymous-source/all_shooting_images_newest/10282.jpg'}]"
1143,Pittsburgh synagogue shooting: how conspiracy theory politics emboldens anti-Semitism,anonymous-source/all_shooting_images_newest/100014.jpg,"[{'emotion': 'Sadness', 'intensity': '4', 'reason': 'this is upsetting to hear ', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'the white flower shows that people mourn for those victims.', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Fear', 'intensity': '5', 'reason': ""I'm Jewish and this shooting was confusing and scary to my whole community."", 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'it makes me sad to think that there is such hate against certain groups of people in the world', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'I am sorry and sad for the victims. I am angry about the politicians are trying to use victims to play tricks ', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Because of the information provided by the title', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '1', 'reason': 'countless death of people', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""The only reason my feeling is more mild because when I look at specific instances of gun violence it feels as if I'm becoming more desensitized. I don't mean to but gun violence and fatal shootings have become so rampant that sometimes I feel like I can't even keep up. I'm not sure if I'm up to date with all of the latest school shootings or hate crimes involving guns or police brutality where someone was shot."", 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Fear', 'intensity': '4', 'reason': 'it is scary to see the intersectioanlity of two evil things. ', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'all the victims.', 'url': 'anonymous-source/all_shooting_images_newest/100014.jpg'}]"
1148,House to vote next week on school safety bill with no gun measures,anonymous-source/all_shooting_images_newest/10175.jpg,"[{'emotion': 'Contentment', 'intensity': '3', 'reason': 'I am not sure what this means, as I do not know how to feel. ', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'the picture makes the news become more reliable', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Anger', 'intensity': '5', 'reason': ""I'm confused about why gun measures woudn't be included. "", 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Fear', 'intensity': '2', 'reason': 'being a student, school safety is important to me, and when there is nothing being done about gun measures I feel a bit frightened for my own safety as well as everyone around me', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I am happy to see gun control is in progress ', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'The news sounds like an improvement', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'right thing to do ', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': ""The headline is unclear, from the key words in the title it sounds like something I'd be interested in reading but I would prefer for the wording to be more precise so I don't end up wasting my time. By reading a piece I thought would be different than it actually is."", 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Disgust', 'intensity': '4', 'reason': 'It is disgusting that politicians are doing nothing about something that is hurting children. ', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'government is doing the right thing', 'url': 'anonymous-source/all_shooting_images_newest/10175.jpg'}]"
1151,Remington to file for bankruptcy amid declining gun sales,anonymous-source/all_shooting_images_newest/10764.jpg,"[{'emotion': 'Fear', 'intensity': '4', 'reason': 'if gun sales go down it makes me scared as more people will want to go and purchase guns since the price of them are lower than normal. ', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'with decreasing people could have gun, the gun shop also should decrease', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': ""I'm glad gun sales are going down"", 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it makes me content to see gun stores going out of business', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I am happy to see gun control has been effective ', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Awe', 'intensity': '1', 'reason': 'The title and the picture seem neutral', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'Gun sale drops mean less gun violence', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""I don't know how to feel because this is someones livelihood but then on the other hand this is inevitable with gun reform."", 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'It is good to see that gun companies are suffering under a changed culture; it shows steps in the right direction. ', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}, {'emotion': 'Contentment', 'intensity': '1', 'reason': 'doing the right thing', 'url': 'anonymous-source/all_shooting_images_newest/10764.jpg'}]"
1158,Delaware lawmakers pass Beau Biden Gun Violence Protection Act,anonymous-source/all_shooting_images_newest/10018.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'Things are turning better. We can see the efforts of the people.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': 'Delaware passed a gun violence protection act.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'I feel confident about the act.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""Happy and excited because I already knew about Beau Biden's accomplishments and what he stands for. Knowing that a gun violence protection act is being named after Biden's late son is very exciting."", 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is the right thing to do', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""it reminds me of the prevalence of gun violence in the US. I am reminded of how disappointing it is that we still allow citizens to carry guns at all. This act being passed in Delaware might be a step in the right direction, but I cannot help but feel doubtful and cynical after reading the headline because gun violence is so prevalent and so many innocent lives are lost to gun violence on the daily that I question the real effectiveness of such legislation. How much is it really going to accomplish? How much actual good even comes out of politics nowadays? Are the politicians genuinely trying to solve the issue with everything they have or are they moreso just trying to rally support from the people? How much more do we still have to do, and how many more innocent lives still have to be lost for gun violence to end? Will gun violence even end for that matter? It's a saddening topic, and this headline did very little to relieve those negative feelings. The image doesn't help for me either, as it doesn't show me anything of substance. I am not too sure how to react to it. "", 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'Passing a Gun violence protect act is another step approaching safer society.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'It its good to see that laws to protect against gun-violence are being made and therefore this makes me content.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'because this bill will restrict the ability of mentally ill individuals from purchasing fire arms, thus increasing the safety of those around them.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}, {'emotion': 'Excitement', 'intensity': '3', 'reason': 'I do not know enough about the law to have a clear feeling, but more gun laws seem like a good thing to me.', 'url': 'anonymous-source/all_shooting_images_newest/10018.jpg'}]"
1159,New York passes bill to restrict guns for domestic abusers,anonymous-source/all_shooting_images_newest/10813.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': 'We can see hope.', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'a law restricting gun ownership for domestic abusers is an obvious step in the right direction.', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'I feel the NY government is determined in gun regulation.', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': ""happy and excited because of the new bill that is passed. This is long overdue, so it's exciting to see action."", 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'it is the right thing to do', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': ""just like sample 2 above, this sample's headline and image remind me of the prevalence of gun violence in the US and the seeming fruitlessness of political actions taken against gun violence. I am doubtful as to whether we're actually improving our means of preventing gun violence. All I know is that it's harming people too often in the US. One thing this headline brings up that sample 2's headline did not is domestic abuse, which made me feel sadder and more disappointed than the previous headline. Being reminded that domestic abuse occurs, and that it sometimes involves a gun, elicited a stronger emotional reaction from me than sample 2, which only mentioned gun violence overall. Just like in sample 2, the image in this sample did not contribute much to my reaction because it does not provide me much substance to react to. All I see is a person, presumably a politician, speaking to an audience, presumably about the issue presented in the headline."", 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': 'The gun violence issue is being brought up to a high stage.', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'This is a step in the right direction as it ensures that previous domestic offenders cannot purchase firearms.', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Excitement', 'intensity': '4', 'reason': 'this bill will subsequently protect victims of domestic abuse. Since past abusers will not have access to fire arms it will lessen the chance for revenge killings or any additional domestic abuse involving guns. ', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}, {'emotion': 'Contentment', 'intensity': '5', 'reason': 'violent people with criminal records should not have guns', 'url': 'anonymous-source/all_shooting_images_newest/10813.jpg'}]"
1161,Judge blocks posting of online plans for 3D printed guns,anonymous-source/all_shooting_images_newest/271.jpg,"[{'emotion': 'Excitement', 'intensity': '4', 'reason': ""It's another efficient work."", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Amusement', 'intensity': '4', 'reason': ""3D-printed guns are a likelihood with the capability of today's technology."", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': '3D printed guns could be dangerous. This makes me feel safe.', 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Contentment', 'intensity': '2', 'reason': ""Not sure what 3D printed guns are so jumped to a thought of a glue gun of some sort. Not particularly excited about it and the headline doesn't grab much attention."", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Contentment', 'intensity': '3', 'reason': '3-d printed guns should be prohibited', 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""it reminded me that people are building their own firearms, which is kind of shocking and scary to me. Even if we somehow take away all guns, people can still get access to these makeshift guns, which can still easily take lives. Furthermore, it annoys me that people are going so far out of their way to possess an item that is made to kill or injure people. These are not toys. Knowing that the judge blocked the posting of online guns did not really make me feel better because it's what the judge should have done. Any other decision would be wrong, in my opinion, and at the end of the day, there's still very little stopping people from accessing firearms or even makeshift firearms. The image in this sample made me kind of scared because it shows a seemingly simplistic looking 3D printed gun. If that type of thing is indeed easy to make, then people can make and distribute lots of them to whoever they want."", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Fear', 'intensity': '3', 'reason': ""3d printed guns shouldn't be publicized because it's extremely dangerous and available."", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Anger', 'intensity': '3', 'reason': 'Te judge likely blocked this because with these plans publicized, people could print 3D guns of their own and use them for violence. I am angered at the fact that we live in a world where it is necessary to block things like this.', 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Awe', 'intensity': '3', 'reason': ""This makes me nervous because the internet is a dark place and even though the plans have been blocked it does not mean that there aren't still blueprints out there. Anyone can access these plans and essentially build a gun. This wide spread information is terrifying because there is no telling who could build a weapon from these blueprints and what they would do. "", 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}, {'emotion': 'Contentment', 'intensity': '4', 'reason': 'More gun laws and control are definitely necessary', 'url': 'anonymous-source/all_shooting_images_newest/271.jpg'}]"
1162,Parkland parents pushing politicians to address gun violence,anonymous-source/all_shooting_images_newest/239.jpg,"[{'emotion': 'Contentment', 'intensity': '4', 'reason': 'They chose to stand up and fight against gun violence.', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""I'm unsure about whether these Parkland protests had much influence on politicians."", 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'I feel for these heartbroken parents.', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': ""Feel empathy and sorrow for the victim's families."", 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '3', 'reason': 'children are affected by gun violence', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '2', 'reason': ""it suggests to me that that family lost someone to gun violence, which is a saddening prospect. It's hard for me to imagine how that family must feel in that situation. Seeing all those people in the image makes me feel bad for them because you can tell from their expressions that they've been affected by the incident. I feel sad that all these people are not being properly acknowledged or respected by the government. The fact that politicians have to be pushed to address gun violence is what makes me feel disappointed.  "", 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'parents losing their children forever because of shooting violence, they deserve their justice.', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Awe', 'intensity': '4', 'reason': 'I am inspired that the victims are so persistent with making their voice heard.', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '4', 'reason': 'It makes me sad that after a tragedy such as this, the victims need to lobby politicians to get their attention and address the issues. ', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}, {'emotion': 'Sadness', 'intensity': '5', 'reason': 'Seeing parents of victims is devastating and gun laws should be stricter.', 'url': 'anonymous-source/all_shooting_images_newest/239.jpg'}]"
